name,recclass,mass (g),fall,year,reclat,reclong
Yamato 793228,L6,1214,Found,1/1/1979,-71500000,35666670
Yamato 793229,L5,3136,Found,1/1/1979,-71500000,35666670
Yamato 793230,H4,8699,Found,1/1/1979,-71500000,35666670
Yamato 793231,H4,757,Found,1/1/1979,-71500000,35666670
Yamato 793232,H4,6191,Found,1/1/1979,-71500000,35666670
Yamato 793233,H6,2131,Found,1/1/1979,-71500000,35666670
Yamato 793234,H6,1614,Found,1/1/1979,-71500000,35666670
Yamato 793235,L6,18126,Found,1/1/1979,-71500000,35666670
Yamato 793236,L6,3331,Found,1/1/1979,-71500000,35666670
Yamato 793237,L6,2271,Found,1/1/1979,-71500000,35666670
Yamato 793238,L6,1978,Found,1/1/1979,-71500000,35666670
Yamato 793239,H4,24775,Found,1/1/1979,-71500000,35666670
Yamato 793240,H4,5445,Found,1/1/1979,-71500000,35666670
Yamato 793241,L6,938,Found,1/1/1979,-71500000,35666670
Yamato 793242,L6,22276,Found,1/1/1979,-71500000,35666670
Yamato 793243,H5,182.7,Found,1/1/1979,-71500000,35666670
Yamato 793244,L4,9.9,Found,1/1/1979,-71500000,35666670
Yamato 793245,L6,911,Found,1/1/1979,-71500000,35666670
Yamato 793246,E4,685,Found,1/1/1979,-71500000,35666670
Yamato 793247,L6,215,Found,1/1/1979,-71500000,35666670
Yamato 793248,H4,62,Found,1/1/1979,-71500000,35666670
Yamato 793249,LL4,29226,Found,1/1/1979,-71500000,35666670
Yamato 793250,H4,151,Found,1/1/1979,-71500000,35666670
Yamato 793251,H5,844,Found,1/1/1979,-71500000,35666670
Yamato 793252,Howardite,461,Found,1/1/1979,-71500000,35666670
Yamato 793253,H4,216.7,Found,1/1/1979,-71500000,35666670
Yamato 793254,H5,3819,Found,1/1/1979,-71500000,35666670
Yamato 793255,L3.8,2988,Found,1/1/1979,-71500000,35666670
Yamato 793256,H5,908,Found,1/1/1979,-71500000,35666670
Yamato 793257,H6,11,Found,1/1/1979,-71500000,35666670
Yamato 793258,EL6,819,Found,1/1/1979,-71500000,35666670
Yamato 793259,H6,801,Found,1/1/1979,-71500000,35666670
Yamato 793260,H3,7.4,Found,1/1/1979,-71500000,35666670
Yamato 793261,CR2,367,Found,1/1/1979,-71500000,35666670
Yamato 793262,H6,289,Found,1/1/1979,-71500000,35666670
Yamato 793263,H4,203,Found,1/1/1979,-71500000,35666670
Yamato 793264,L4,429,Found,1/1/1979,-71500000,35666670
Yamato 793265,L4,409,Found,1/1/1979,-71500000,35666670
Yamato 793266,LL4,87,Found,1/1/1979,-71500000,35666670
Yamato 793267,H4,79,Found,1/1/1979,-71500000,35666670
Yamato 793268,H3,2.1,Found,1/1/1979,-71500000,35666670
Yamato 793269,LL5,2,Found,1/1/1979,-71500000,35666670
Yamato 793270,H4,49,Found,1/1/1979,-71500000,35666670
Yamato 793271,L6,88,Found,1/1/1979,-71500000,35666670
Yamato 793272,L3.5,9596,Found,1/1/1979,-71500000,35666670
Yamato 793273,H6,9722,Found,1/1/1979,-71500000,35666670
Yamato 793274,Lunar (bas/anor),866,Found,1/1/1979,-71500000,35666670
Yamato 793275,H3.8,5261,Found,1/1/1979,-71500000,35666670
Yamato 793276,H5,439,Found,1/1/1979,-71500000,35666670
Yamato 793277,C,223,Found,1/1/1979,-71500000,35666670
Yamato 793278,H4,25327,Found,1/1/1979,-71500000,35666670
Yamato 793279,H5,1878,Found,1/1/1979,-71500000,35666670
Yamato 793280,L6,2838,Found,1/1/1979,-71500000,35666670
Yamato 793281,H6,437,Found,1/1/1979,-71500000,35666670
Yamato 793282,H4,111,Found,1/1/1979,-71500000,35666670
Yamato 793283,H6,817,Found,1/1/1979,-71500000,35666670
Yamato 793284,H4,39756,Found,1/1/1979,-71500000,35666670
Yamato 793285,L6,31126,Found,1/1/1979,-71500000,35666670
Yamato 793286,H5,24.8,Found,1/1/1979,-71500000,35666670
Yamato 793287,H5,80.7,Found,1/1/1979,-71500000,35666670
Yamato 793288,H5,3297,Found,1/1/1979,-71500000,35666670
Yamato 793289,H5,1.615E+16,Found,1/1/1979,-71500000,35666670
Yamato 793290,H5,16.5,Found,1/1/1979,-71500000,35666670
Yamato 793291,L6,1379,Found,1/1/1979,-71500000,35666670
Yamato 793292,H4,1376,Found,1/1/1979,-71500000,35666670
Yamato 793293,H4,1247,Found,1/1/1979,-71500000,35666670
Yamato 793294,H4,1011,Found,1/1/1979,-71500000,35666670
Yamato 793295,H4,557,Found,1/1/1979,-71500000,35666670
Yamato 793296,L6,547,Found,1/1/1979,-71500000,35666670
Yamato 793297,L6,706,Found,1/1/1979,-71500000,35666670
Yamato 793298,H4,404,Found,1/1/1979,-71500000,35666670
Yamato 793299,H6,868,Found,1/1/1979,-71500000,35666670
Yamato 793300,H5,3.8,Found,1/1/1979,-71500000,35666670
Yamato 793301,H4,523,Found,1/1/1979,-71500000,35666670
Yamato 793302,H6,551,Found,1/1/1979,-71500000,35666670
Yamato 793303,H3,351,Found,1/1/1979,-71500000,35666670
Yamato 793304,H5,272,Found,1/1/1979,-71500000,35666670
Yamato 793305,H4,2,Found,1/1/1979,-71500000,35666670
Yamato 793306,H4,214,Found,1/1/1979,-71500000,35666670
Yamato 793307,L3,181,Found,1/1/1979,-71500000,35666670
Yamato 793308,H6,136,Found,1/1/1979,-71500000,35666670
Yamato 793309,H4,159,Found,1/1/1979,-71500000,35666670
Yamato 793310,H3,171,Found,1/1/1979,-71500000,35666670
Yamato 793311,L6,118,Found,1/1/1979,-71500000,35666670
Yamato 793312,H4,138,Found,1/1/1979,-71500000,35666670
Yamato 793313,H6,71,Found,1/1/1979,-71500000,35666670
Yamato 793314,H5,0.7,Found,1/1/1979,-71500000,35666670
Yamato 793317,L6,95,Found,1/1/1979,-71500000,35666670
Yamato 793318,L6,77,Found,1/1/1979,-71500000,35666670
Yamato 793319,LL6,2.8,Found,1/1/1979,-71500000,35666670
Yamato 793320,LL6,249,Found,1/1/1979,-71500000,35666670
Yamato 793321,CM2,37973,Found,1/1/1979,-71500000,35666670
Yamato 793322,LL6,1058,Found,1/1/1979,-71500000,35666670
Yamato 793323,H4,2547,Found,1/1/1979,-71500000,35666670
Yamato 793324,H5,197,Found,1/1/1979,-71500000,35666670
Yamato 793325,L3.9,4169,Found,1/1/1979,-71500000,35666670
Yamato 793326,H3,743,Found,1/1/1979,-71500000,35666670
Yamato 793327,H3,242,Found,1/1/1979,-71500000,35666670
Yamato 793328,H4,344,Found,1/1/1979,-71500000,35666670
Yamato 793329,H4,9.9,Found,1/1/1979,-71500000,35666670
Yamato 793330,L6,119,Found,1/1/1979,-71500000,35666670
Yamato 793331,Eucrite-pmict,441,Found,1/1/1979,-71500000,35666670
Yamato 793332,H4,749,Found,1/1/1979,-71500000,35666670
Yamato 793333,H5,3.662E+16,Found,1/1/1979,-71500000,35666670
Yamato 793334,H5,5.9,Found,1/1/1979,-71500000,35666670
Yamato 793335,H5,192,Found,1/1/1979,-71500000,35666670
Yamato 793336,LL6,86,Found,1/1/1979,-71500000,35666670
Yamato 793337,H6,302.2,Found,1/1/1979,-71500000,35666670
Yamato 793338,H4,1189,Found,1/1/1979,-71500000,35666670
Yamato 793339,H4,1497,Found,1/1/1979,-71500000,35666670
Yamato 793340,H4,1091,Found,1/1/1979,-71500000,35666670
Yamato 793341,H4,1043,Found,1/1/1979,-71500000,35666670
Yamato 793342,H4,1011,Found,1/1/1979,-71500000,35666670
Yamato 793343,H4,8.12E+15,Found,1/1/1979,-71500000,35666670
Yamato 793344,H4,849,Found,1/1/1979,-71500000,35666670
Yamato 793345,H4,885,Found,1/1/1979,-71500000,35666670
Yamato 793346,H4,9.3E+15,Found,1/1/1979,-71500000,35666670
Yamato 793347,H4,712,Found,1/1/1979,-71500000,35666670
Yamato 793348,H4,9.12E+15,Found,1/1/1979,-71500000,35666670
Yamato 793349,H4,608,Found,1/1/1979,-71500000,35666670
Yamato 793350,H4,8.95E+15,Found,1/1/1979,-71500000,35666670
Yamato 793351,H4,8.8E+15,Found,1/1/1979,-71500000,35666670
Yamato 793352,H4,7.4,Found,1/1/1979,-71500000,35666670
Yamato 793353,H4,7.7,Found,1/1/1979,-71500000,35666670
Yamato 793354,H4,503,Found,1/1/1979,-71500000,35666670
Yamato 793355,H4,558,Found,1/1/1979,-71500000,35666670
Yamato 793356,H4,452,Found,1/1/1979,-71500000,35666670
Yamato 793357,H4,367,Found,1/1/1979,-71500000,35666670
Yamato 793358,H4,361,Found,1/1/1979,-71500000,35666670
Yamato 793359,H4,326,Found,1/1/1979,-71500000,35666670
Yamato 793360,H4,209,Found,1/1/1979,-71500000,35666670
Yamato 793361,H4,116,Found,1/1/1979,-71500000,35666670
Yamato 793362,H4,295,Found,1/1/1979,-71500000,35666670
Yamato 793363,H6,115,Found,1/1/1979,-71500000,35666670
Yamato 793364,H4,95,Found,1/1/1979,-71500000,35666670
Yamato 793365,H4,142,Found,1/1/1979,-71500000,35666670
Yamato 793366,H4,77,Found,1/1/1979,-71500000,35666670
Yamato 793367,L6,148,Found,1/1/1979,-71500000,35666670
Yamato 793368,H4,1093,Found,1/1/1979,-71500000,35666670
Yamato 793369,L3.5,4363,Found,1/1/1979,-71500000,35666670
Yamato 793370,L3.9,2228,Found,1/1/1979,-71500000,35666670
Yamato 793371,H3,484,Found,1/1/1979,-71500000,35666670
Yamato 793372,H4,961,Found,1/1/1979,-71500000,35666670
Yamato 793373,H4,7.801E+16,Found,1/1/1979,-71500000,35666670
Yamato 793374,L3.6,20691,Found,1/1/1979,-71500000,35666670
Yamato 793375,L3.6,4864,Found,1/1/1979,-71500000,35666670
Yamato 793376,H4,1.933E+16,Found,1/1/1979,-71500000,35666670
Yamato 793377,H6,1108,Found,1/1/1979,-71500000,35666670
Yamato 793378,H5,6212,Found,1/1/1979,-71500000,35666670
Yamato 793379,LL6,1153,Found,1/1/1979,-71500000,35666670
Yamato 793380,LL6,468,Found,1/1/1979,-71500000,35666670
Yamato 793381,H3,555,Found,1/1/1979,-71500000,35666670
Yamato 793382,L3,567,Found,1/1/1979,-71500000,35666670
Yamato 793383,H4,129,Found,1/1/1979,-71500000,35666670
Yamato 793384,LL3.1,1219,Found,1/1/1979,-71500000,35666670
Yamato 793385,L6,44.3,Found,1/1/1979,-71500000,35666670
Yamato 793386,H4,1.3264E+16,Found,1/1/1979,-71500000,35666670
Yamato 793387,H4,1.726E+16,Found,1/1/1979,-71500000,35666670
Yamato 793388,H,824,Found,1/1/1979,-71500000,35666670
Yamato 793389,H4,396,Found,1/1/1979,-71500000,35666670
Yamato 793390,H5,1.817E+16,Found,1/1/1979,-71500000,35666670
Yamato 793391,H5,1.8,Found,1/1/1979,-71500000,35666670
Yamato 793392,L4,8306,Found,1/1/1979,-71500000,35666670
Yamato 793393,H4,429,Found,1/1/1979,-71500000,35666670
Yamato 793394,L6,22605,Found,1/1/1979,-71500000,35666670
Yamato 793395,L6,312,Found,1/1/1979,-71500000,35666670
Yamato 793396,L3.7,36411,Found,1/1/1979,-71500000,35666670
Yamato 793397,L5,25438,Found,1/1/1979,-71500000,35666670
Yamato 793398,H4,1597,Found,1/1/1979,-71500000,35666670
Yamato 793399,L6,9.6,Found,1/1/1979,-71500000,35666670
Yamato 793400,L4,795,Found,1/1/1979,-71500000,35666670
Yamato 793401,L6,2554,Found,1/1/1979,-71500000,35666670
Yamato 793402,L6,1.6139E+16,Found,1/1/1979,-71500000,35666670
Yamato 793403,H4,286.8,Found,1/1/1979,-71500000,35666670
Yamato 793404,H4,619,Found,1/1/1979,-71500000,35666670
Yamato 793405,H4,603,Found,1/1/1979,-71500000,35666670
Yamato 793406,H6,449,Found,1/1/1979,-71500000,35666670
Yamato 793407,H6,215,Found,1/1/1979,-71500000,35666670
Yamato 793408,H3.2-an,1140,Found,1/1/1979,-71500000,35666670
Yamato 793409,H5,53961,Found,1/1/1979,-71500000,35666670
Yamato 793410,H4,4541,Found,1/1/1979,-71500000,35666670
Yamato 793411,L6,4892,Found,1/1/1979,-71500000,35666670
Yamato 793412,H4,5378,Found,1/1/1979,-71500000,35666670
Yamato 793413,H4,1408,Found,1/1/1979,-71500000,35666670
Yamato 793414,H4,15.2,Found,1/1/1979,-71500000,35666670
Yamato 793415,H4,9.71E+15,Found,1/1/1979,-71500000,35666670
Yamato 793416,L6,517,Found,1/1/1979,-71500000,35666670
Yamato 793417,H6,691,Found,1/1/1979,-71500000,35666670
Yamato 793418,H4,679,Found,1/1/1979,-71500000,35666670
Yamato 793419,H4,101,Found,1/1/1979,-71500000,35666670
Yamato 793421,L6,18882,Found,1/1/1979,-71500000,35666670
Yamato 793422,L6,7.851E+16,Found,1/1/1979,-71500000,35666670
Yamato 793423,L6,10609,Found,1/1/1979,-71500000,35666670
Yamato 793424,L6,1317,Found,1/1/1979,-71500000,35666670
Yamato 793425,L6,1328,Found,1/1/1979,-71500000,35666670
Yamato 793426,H4,1055,Found,1/1/1979,-71500000,35666670
Yamato 793427,H4,2467,Found,1/1/1979,-71500000,35666670
Yamato 793428,H4,23.1,Found,1/1/1979,-71500000,35666670
Yamato 793429,H4,397,Found,1/1/1979,-71500000,35666670
Yamato 793430,H4,342,Found,1/1/1979,-71500000,35666670
Yamato 793431,H4,415,Found,1/1/1979,-71500000,35666670
Yamato 793432,L6,1471,Found,1/1/1979,-71500000,35666670
Yamato 793433,E3,308,Found,1/1/1979,-71500000,35666670
Yamato 793434,H4,654,Found,1/1/1979,-71500000,35666670
Yamato 793435,H5,2393,Found,1/1/1979,-71500000,35666670
Yamato 793436,H6,128,Found,1/1/1979,-71500000,35666670
Yamato 793437,H5,7887,Found,1/1/1979,-71500000,35666670
Yamato 793438,L6,1218,Found,1/1/1979,-71500000,35666670
Yamato 793439,L6,783,Found,1/1/1979,-71500000,35666670
Yamato 793440,L6,0.4,Found,1/1/1979,-71500000,35666670
Yamato 793441,H4,278,Found,1/1/1979,-71500000,35666670
Yamato 793442,H5,2.4,Found,1/1/1979,-71500000,35666670
Yamato 793443,L6,1043,Found,1/1/1979,-71500000,35666670
Yamato 793444,H4,1099,Found,1/1/1979,-71500000,35666670
Yamato 793445,H4,6045,Found,1/1/1979,-71500000,35666670
Yamato 793446,H4,659,Found,1/1/1979,-71500000,35666670
Yamato 793447,L4,14143,Found,1/1/1979,-71500000,35666670
Yamato 793448,L6,24248,Found,1/1/1979,-71500000,35666670
Yamato 793449,L6,10379,Found,1/1/1979,-71500000,35666670
Yamato 793450,L6,614,Found,1/1/1979,-71500000,35666670
Yamato 793451,L6,429,Found,1/1/1979,-71500000,35666670
Yamato 793452,L6,551,Found,1/1/1979,-71500000,35666670
Yamato 793453,L6,378,Found,1/1/1979,-71500000,35666670
Yamato 793454,L6,218,Found,1/1/1979,-71500000,35666670
Yamato 793455,H3,825,Found,1/1/1979,-71500000,35666670
Yamato 793456,H4,932,Found,1/1/1979,-71500000,35666670
Yamato 793457,H4,999,Found,1/1/1979,-71500000,35666670
Yamato 793458,H6,274,Found,1/1/1979,-71500000,35666670
Yamato 793459,H4,861,Found,1/1/1979,-71500000,35666670
Yamato 793460,H4,762,Found,1/1/1979,-71500000,35666670
Yamato 793461,H5,652,Found,1/1/1979,-71500000,35666670
Yamato 793462,H6,209,Found,1/1/1979,-71500000,35666670
Yamato 793463,H6,251,Found,1/1/1979,-71500000,35666670
Yamato 793464,L6,2801,Found,1/1/1979,-71500000,35666670
Yamato 793465,L6,1.833E+16,Found,1/1/1979,-71500000,35666670
Yamato 793466,L6,1321,Found,1/1/1979,-71500000,35666670
Yamato 793467,L6,622,Found,1/1/1979,-71500000,35666670
Yamato 793468,L6,843,Found,1/1/1979,-71500000,35666670
Yamato 793469,L6,116,Found,1/1/1979,-71500000,35666670
Yamato 793470,L6,10141,Found,1/1/1979,-71500000,35666670
Yamato 793471,H,1634,Found,1/1/1979,-71500000,35666670
Yamato 793472,H6,1008,Found,1/1/1979,-71500000,35666670
Yamato 793473,H4,605,Found,1/1/1979,-71500000,35666670
Yamato 793474,H4,553,Found,1/1/1979,-71500000,35666670
Yamato 793475,H6,483,Found,1/1/1979,-71500000,35666670
Yamato 793476,H6,315,Found,1/1/1979,-71500000,35666670
Yamato 793477,H4,695,Found,1/1/1979,-71500000,35666670
Yamato 793478,H5,751,Found,1/1/1979,-71500000,35666670
Yamato 793479,H5,508,Found,1/1/1979,-71500000,35666670
Yamato 793480,L5,618,Found,1/1/1979,-71500000,35666670
Yamato 793481,H6,7217,Found,1/1/1979,-71500000,35666670
Yamato 793482,LL6,5609,Found,1/1/1979,-71500000,35666670
Yamato 793483,L5,10532,Found,1/1/1979,-71500000,35666670
Yamato 793484,L5,1527,Found,1/1/1979,-71500000,35666670
Yamato 793485,L5,898,Found,1/1/1979,-71500000,35666670
Yamato 793486,L6,87,Found,1/1/1979,-71500000,35666670
Yamato 793487,L4,1759,Found,1/1/1979,-71500000,35666670
Yamato 793488,H6,612,Found,1/1/1979,-71500000,35666670
Yamato 793489,L6,4.2,Found,1/1/1979,-71500000,35666670
Yamato 793490,L6,179,Found,1/1/1979,-71500000,35666670
Yamato 793491,H4,306,Found,1/1/1979,-71500000,35666670
Yamato 793492,L6,285,Found,1/1/1979,-71500000,35666670
Yamato 793493,L6,185,Found,1/1/1979,-71500000,35666670
Yamato 793494,L3,212,Found,1/1/1979,-71500000,35666670
Yamato 793495,CR2,4501,Found,1/1/1979,-71500000,35666670
Yamato 793496,L6,4583,Found,1/1/1979,-71500000,35666670
Yamato 793497,Howardite,6906,Found,1/1/1979,-71500000,35666670
Yamato 793499,L4,1016,Found,1/1/1979,-71500000,35666670
Yamato 793500,CM2,567,Found,1/1/1979,-71500000,35666670
Yamato 793501,H4,3.0566E+16,Found,1/1/1979,-71500000,35666670
Yamato 793502,L,1,Found,1/1/1979,-71500000,35666670
Yamato 793503,H6,1429,Found,1/1/1979,-71500000,35666670
Yamato 793504,H4,242,Found,1/1/1979,-71500000,35666670
Yamato 793505,H,112,Found,1/1/1979,-71500000,35666670
Yamato 793506,LL6,939,Found,1/1/1979,-71500000,35666670
Yamato 793507,H5,941,Found,1/1/1979,-71500000,35666670
Yamato 793508,L6,16557,Found,1/1/1979,-71500000,35666670
Yamato 793509,L4,462,Found,1/1/1979,-71500000,35666670
Yamato 793510,H4,3.2235E+16,Found,1/1/1979,-71500000,35666670
Yamato 793511,L6,1429,Found,1/1/1979,-71500000,35666670
Yamato 793512,H5,1675,Found,1/1/1979,-71500000,35666670
Yamato 793514,H5,473.6,Found,1/1/1979,-71500000,35666670
Yamato 793515,H5-6,44073,Found,1/1/1979,-71500000,35666670
Yamato 793516,H5,8324,Found,1/1/1979,-71500000,35666670
Yamato 793517,H5-6,9163,Found,1/1/1979,-71500000,35666670
Yamato 793518,H5,7431,Found,1/1/1979,-71500000,35666670
Yamato 793519,H5,5087,Found,1/1/1979,-71500000,35666670
Yamato 793520,H5,2752,Found,1/1/1979,-71500000,35666670
Yamato 793521,H6,3093,Found,1/1/1979,-71500000,35666670
Yamato 793522,H5-6,2756,Found,1/1/1979,-71500000,35666670
Yamato 793523,H5,1325,Found,1/1/1979,-71500000,35666670
Yamato 793524,H5-6,1163,Found,1/1/1979,-71500000,35666670
Yamato 793525,H6,951,Found,1/1/1979,-71500000,35666670
Yamato 793526,H5-6,728,Found,1/1/1979,-71500000,35666670
Yamato 793527,H5,394,Found,1/1/1979,-71500000,35666670
Yamato 793528,H5,137,Found,1/1/1979,-71500000,35666670
Yamato 793529,H5,158,Found,1/1/1979,-71500000,35666670
Yamato 793530,CM2,333,Found,1/1/1979,-71500000,35666670
Yamato 793531,H6,504,Found,1/1/1979,-71500000,35666670
Yamato 793533,LL6,51032,Found,1/1/1979,-71500000,35666670
Yamato 793534,L,706,Found,1/1/1979,-71500000,35666670
Yamato 793535,H6,41147,Found,1/1/1979,-71500000,35666670
Yamato 793536,H6,8767,Found,1/1/1979,-71500000,35666670
Yamato 793537,H6,5691,Found,1/1/1979,-71500000,35666670
Yamato 793538,H,563,Found,1/1/1979,-71500000,35666670
Yamato 793539,LL6,1224,Found,1/1/1979,-71500000,35666670
Yamato 793540,H5,668,Found,1/1/1979,-71500000,35666670
Yamato 793541,Howardite,2482,Found,1/1/1979,-71500000,35666670
Yamato 793542,L6,25499,Found,1/1/1979,-71500000,35666670
Yamato 793543,Howardite,2049,Found,1/1/1979,-71500000,35666670
Yamato 793544,Howardite,2168,Found,1/1/1979,-71500000,35666670
Yamato 793545,H5,3722,Found,1/1/1979,-71500000,35666670
Yamato 793546,Howardite,20.6,Found,1/1/1979,-71500000,35666670
Yamato 793547,Eucrite-pmict,5404,Found,1/1/1979,-71500000,35666670
Yamato 793548,Eucrite-mmict,6233,Found,1/1/1979,-71500000,35666670
Yamato 793549,Eucrite-pmict,1386,Found,1/1/1979,-71500000,35666670
Yamato 793550,Howardite,605,Found,1/1/1979,-71500000,35666670
Yamato 793551,H5,8707,Found,1/1/1979,-71500000,35666670
Yamato 793552,H4,2955,Found,1/1/1979,-71500000,35666670
Yamato 793553,H4,758,Found,1/1/1979,-71500000,35666670
Yamato 793554,L5,372,Found,1/1/1979,-71500000,35666670
Yamato 793555,H5,262,Found,1/1/1979,-71500000,35666670
Yamato 793556,H4,6.526E+16,Found,1/1/1979,-71500000,35666670
Yamato 793557,Diogenite,562,Found,1/1/1979,-71500000,35666670
Yamato 793558,L5,634,Found,1/1/1979,-71500000,35666670
Yamato 793559,H6,234,Found,1/1/1979,-71500000,35666670
Yamato 793560,H6,9.46E+15,Found,1/1/1979,-71500000,35666670
Yamato 793561,H6,563,Found,1/1/1979,-71500000,35666670
Yamato 793562,H5,138,Found,1/1/1979,-71500000,35666670
Yamato 793563,H4,2773,Found,1/1/1979,-71500000,35666670
Yamato 793564,CM2,748,Found,1/1/1979,-71500000,35666670
Yamato 793565,LL3.0,1.624E+16,Found,1/1/1979,-71500000,35666670
Yamato 793566,L3,368,Found,1/1/1979,-71500000,35666670
Yamato 793567,H3.4,700,Found,1/1/1979,-71500000,35666670
Yamato 793568,H6,343,Found,1/1/1979,-71500000,35666670
Yamato 793569,L6,42974,Found,1/1/1979,-71500000,35666670
Yamato 793570,Eucrite-mmict,4356,Found,1/1/1979,-71500000,35666670
Yamato 793571,L3.6,2595,Found,1/1/1979,-71500000,35666670
Yamato 793572,L3,718,Found,1/1/1979,-71500000,35666670
Yamato 793573,L3.8,1421,Found,1/1/1979,-71500000,35666670
Yamato 793574,H3.5,8835,Found,1/1/1979,-71500000,35666670
Yamato 793575,R3.8,25,Found,1/1/1979,-71500000,35666670
Yamato 793576,L3,138,Found,1/1/1979,-71500000,35666670
Yamato 793577,Howardite,2053,Found,1/1/1979,-71500000,35666670
Yamato 793578,L3,348,Found,1/1/1979,-71500000,35666670
Yamato 793579,H6,865,Found,1/1/1979,-71500000,35666670
Yamato 793580,H6,3782,Found,1/1/1979,-71500000,35666670
Yamato 793581,C,1144,Found,1/1/1979,-71500000,35666670
Yamato 793582,H4,9949,Found,1/1/1979,-71500000,35666670
Yamato 793583,L6,8.87E+15,Found,1/1/1979,-71500000,35666670
Yamato 793584,LL6,2156,Found,1/1/1979,-71500000,35666670
Yamato 793585,L6,1069,Found,1/1/1979,-71500000,35666670
Yamato 793586,CM2,1384,Found,1/1/1979,-71500000,35666670
Yamato 793587,H6,4341,Found,1/1/1979,-71500000,35666670
Yamato 793588,L3,7.215E+16,Found,1/1/1979,-71500000,35666670
Yamato 793589,L3,5138,Found,1/1/1979,-71500000,35666670
Yamato 793590,L3,11403,Found,1/1/1979,-71500000,35666670
Yamato 793591,Eucrite,661.8,Found,1/1/1979,-71500000,35666670
Yamato 793592,Aubrite,3199,Found,1/1/1979,-71500000,35666670
Yamato 793593,Eucrite,84.7,Found,1/1/1979,-71500000,35666670
Yamato 793594,H5,803.4,Found,1/1/1979,-71500000,35666670
Yamato 793595,CM2,4822,Found,1/1/1979,-71500000,35666670
Yamato 793596,LL3.2,6293,Found,1/1/1979,-71500000,35666670
Yamato 793597,L6,2.881E+16,Found,1/1/1979,-71500000,35666670
Yamato 793598,Iron,1.3823E+16,Found,1/1/1979,-71500000,35666670
Yamato 793599,LL,119.3,Found,1/1/1979,-71500000,35666670
Yamato 793600,Eucrite,5415,Found,1/1/1979,-71500000,35666670
Yamato 793601,CM2,1349,Found,1/1/1979,-71500000,35666670
Yamato 793605,Martian (shergottite),16,Found,1/1/1979,-71500000,35666670
Yamato 794001,L6,9738,Found,1/1/1979,-71500000,35666670
Yamato 794002,Eucrite-pmict,105.9,Found,1/1/1979,-71500000,35666670
Yamato 794003,H6,1224,Found,1/1/1979,-71500000,35666670
Yamato 794004,L6,1192,Found,1/1/1979,-71500000,35666670
Yamato 794005,L4,11873,Found,1/1/1979,-71500000,35666670
Yamato 794006,L4,25707,Found,1/1/1979,-71500000,35666670
Yamato 794007,H3.7,7.876E+16,Found,1/1/1979,-71500000,35666670
Yamato 794008,H3.6,1982,Found,1/1/1979,-71500000,35666670
Yamato 794009,H3.8,5419,Found,1/1/1979,-71500000,35666670
Yamato 794010,L6,2456,Found,1/1/1979,-71500000,35666670
Yamato 794011,H3.6,19,Found,1/1/1979,-71500000,35666670
Yamato 794012,H4,1431,Found,1/1/1979,-71500000,35666670
Yamato 794013,H4,11.1,Found,1/1/1979,-71500000,35666670
Yamato 794014,H6,548,Found,1/1/1979,-71500000,35666670
Yamato 794015,H4,1213,Found,1/1/1979,-71500000,35666670
Yamato 794016,Eucrite-mmict,2861,Found,1/1/1979,-71500000,35666670
Yamato 794017,L6,2934,Found,1/1/1979,-71500000,35666670
Yamato 794018,L6,6.8,Found,1/1/1979,-71500000,35666670
Yamato 794019,CM2,147,Found,1/1/1979,-71500000,35666670
Yamato 794020,H6,638,Found,1/1/1979,-71500000,35666670
Yamato 794021,H5,517,Found,1/1/1979,-71500000,35666670
Yamato 794022,H6,2.7,Found,1/1/1979,-71500000,35666670
Yamato 794023,H4,2582,Found,1/1/1979,-71500000,35666670
Yamato 794024,LL,1682,Found,1/1/1979,-71500000,35666670
Yamato 794025,H5,5624,Found,1/1/1979,-71500000,35666670
Yamato 794026,L6,1.2,Found,1/1/1979,-71500000,35666670
Yamato 794027,H6,202,Found,1/1/1979,-71500000,35666670
Yamato 794028,H6,1381,Found,1/1/1979,-71500000,35666670
Yamato 794029,H6,2611,Found,1/1/1979,-71500000,35666670
Yamato 794031,H5,1259,Found,1/1/1979,-71500000,35666670
Yamato 794032,H4,1184,Found,1/1/1979,-71500000,35666670
Yamato 794033,L5,305,Found,1/1/1979,-71500000,35666670
Yamato 794034,H5,199,Found,1/1/1979,-71500000,35666670
Yamato 794039,Diogenite,4272,Found,1/1/1979,-71500000,35666670
Yamato 794040,L6,10992,Found,1/1/1979,-71500000,35666670
Yamato 794041,L5,2537,Found,1/1/1979,-71500000,35666670
Yamato 794042,L4,20608,Found,1/1/1979,-71500000,35666670
Yamato 794043,Eucrite-mmict,8869,Found,1/1/1979,-71500000,35666670
Yamato 794044,L6,1228,Found,1/1/1979,-71500000,35666670
Yamato 794046,H4,20665,Found,1/1/1979,-71500000,35666670
Yamato 794047,H4,206.5,Found,1/1/1979,-71500000,35666670
Yamato 794048,H4,6136,Found,1/1/1979,-71500000,35666670
Yamato 794049,H4,151,Found,1/1/1979,-71500000,35666670
Yamato 794050,H4,13321,Found,1/1/1979,-71500000,35666670
Yamato 794051,L6,832,Found,1/1/1979,-71500000,35666670
Yamato 794052,L6,5879,Found,1/1/1979,-71500000,35666670
Yamato 794053,L6,9227,Found,1/1/1979,-71500000,35666670
Yamato 794054,L6,1198,Found,1/1/1979,-71500000,35666670
Yamato 794055,H6,14329,Found,1/1/1979,-71500000,35666670
Yamato 794056,H4,544,Found,1/1/1979,-71500000,35666670
