,name,mass,fall,year,reclat,reclong
7636,Dhofar 251,12.7,Found,01/01/2001,19.3015,54.735
12914,Graves Nunataks 98108,12.7,Found,01/01/1998,-86.71667,-141.5
21776,Lucerne Valley 091,12.7,Found,01/01/2007,34.48075,-116.9788
23849,Meteorite Hills 01156,12.7,Found,01/01/2001,-79.68333,159.75
41513,Yamato 792808,12.7,Found,01/01/1979,-71.5,35.66667
31981,Pennyweight,12.7,Found,01/01/1982,-29.116670000000003,122.08333
3385,Allan Hills A81296,12.7,Found,01/01/1981,-76.6975,159.39722
2126,Allan Hills 85063,12.7,Found,01/01/1985,-76.86188,156.50066
32694,Queen Alexandra Range 93440,12.7,Found,01/01/1993,-84.0,168.0
23017,Meteorite Hills 001063,12.7,Found,01/01/2000,-79.68333,159.75
13369,Grosvenor Mountains 95596,12.69,Found,01/01/1995,-85.66667,175.0
14827,Grove Mountains 050038,12.69,Found,01/01/2006,-72.998333,75.215556
4404,Asuka 881403,12.69,Found,01/01/1988,-72.0,26.0
4531,Asuka 881583,12.68,Found,01/01/1988,-72.0,26.0
4542,Asuka 881603,12.68,Found,01/01/1988,-72.0,26.0
45191,Yamato 983501,12.68,Found,01/01/1998,0.0,0.0
15573,Grove Mountains 053474,12.67,Found,01/01/2006,-72.791389,75.281667
4477,Asuka 881506,12.67,Found,01/01/1988,-72.0,26.0
15512,Grove Mountains 053088,12.67,Found,01/01/2006,-72.779167,75.315556
3737,Asuka 880623,12.66,Found,01/01/1988,-72.0,26.0
42788,Yamato 86019,12.66,Found,01/01/1986,-71.5,35.66667
12294,Frontier Mountain 90174,12.65,Found,01/01/1990,-72.95488,160.47328000000002
15608,Grove Mountains 053565,12.63,Found,01/01/2006,-72.781667,75.3
39848,Yamato 790590,12.63,Found,01/01/1979,-71.5,35.66667
44475,Yamato 982187,12.62,Found,01/01/1998,0.0,0.0
44038,Yamato 981222,12.62,Found,01/01/1998,0.0,0.0
14023,Grove Mountains 021790,12.62,Found,01/01/2003,-72.77472,75.33361
15057,Grove Mountains 051756,12.62,Found,01/01/2006,-72.781111,75.305278
14898,Grove Mountains 050210,12.61,Found,01/01/2006,-72.98194000000001,75.27639
40417,Yamato 791193,12.61,Found,01/01/1979,-71.5,35.66667
23647,Meteorite Hills 00952,12.6,Found,01/01/2000,-79.68333,159.75
2500,Allan Hills A77061,12.6,Found,01/01/1977,-76.71667,159.66666999999998
9312,El Médano 083,12.6,Found,01/01/2011,-24.85,-70.53333
22998,Meteorite Hills 001044,12.6,Found,01/01/2000,-79.68333,159.75
9986,Elephant Moraine 87832,12.6,Found,01/01/1987,-76.26778,156.48598
31310,Patuxent Range 91529,12.6,Found,01/01/1991,-84.962,-67.54446999999999
3036,Allan Hills A79034,12.6,Found,01/01/1979,-76.70889,159.31167
9380,El Médano 151,12.6,Found,01/01/2011,-24.85,-70.53333
26139,Miller Range 99327,12.6,Found,01/01/1999,-83.25,157.0
36394,Roosevelt County 101,12.6,Found,01/01/1979,34.05,-103.58333
23777,Meteorite Hills 01083,12.6,Found,01/01/2001,-79.68333,159.75
20446,Lewis Cliff 86541,12.6,Found,01/01/1986,-84.23546,161.44099
9435,Elephant Moraine 82611,12.6,Found,01/01/1982,-76.31944,157.28139
24458,Miller Range 07082,12.6,Found,01/01/2007,0.0,0.0
25682,Miller Range 090602,12.6,Found,01/01/2009,0.0,0.0
20840,Lewis Cliff 88108,12.6,Found,01/01/1988,-84.27698000000001,161.353
20304,Lewis Cliff 86396,12.6,Found,01/01/1986,-84.25596,161.40087
16993,Jiddat al Harasis 530,12.6,Found,01/01/2008,19.533479999999997,55.1749
8731,Dominion Range 08287,12.6,Found,01/01/2008,0.0,0.0
23533,Meteorite Hills 00838,12.6,Found,01/01/2000,-79.68333,159.75
15272,Grove Mountains 052318,12.6,Found,01/01/2006,-72.78,75.31971999999999
10757,Elephant Moraine 90741,12.6,Found,01/01/1990,-76.26703,156.44833
1843,Allan Hills 84048,12.6,Found,01/01/1984,-77.03936,157.07256
32761,Queen Alexandra Range 93506,12.6,Found,01/01/1993,-84.0,168.0
34293,Queen Alexandra Range 97659,12.6,Found,01/01/1997,-84.0,168.0
33761,Queen Alexandra Range 97130,12.6,Found,01/01/1997,-84.0,168.0
38662,Yamato 74236,12.6,Found,01/01/1974,-71.5,35.66667
11156,Elephant Moraine 92144,12.6,Found,01/01/1992,-76.04765,156.02544
10751,Elephant Moraine 90735,12.6,Found,01/01/1990,-76.27306,156.44351
32470,Queen Alexandra Range 93215,12.6,Found,01/01/1993,-84.57946,162.6269
8656,Dominion Range 08211,12.6,Found,01/01/2008,0.0,0.0
2165,Allan Hills 85102,12.6,Found,01/01/1985,-76.84062,156.3701
32468,Queen Alexandra Range 93213,12.6,Found,01/01/1993,-84.59105,162.24624
24835,Miller Range 07461,12.6,Found,01/01/2007,0.0,0.0
6610,Dar al Gani 839,12.6,Found,01/01/2000,26.9915,16.45617
19663,Larkman Nunatak 06828,12.6,Found,01/01/2006,0.0,0.0
41832,Yamato 793173,12.59,Found,01/01/1979,-71.5,35.66667
42285,Yamato 794031,12.59,Found,01/01/1979,-71.5,35.66667
44002,Yamato 981115,12.59,Found,01/01/1998,0.0,0.0
40847,Yamato 791646,12.59,Found,01/01/1979,-71.5,35.66667
15082,Grove Mountains 051808,12.58,Found,01/01/2006,-72.77917,75.32833000000001
39849,Yamato 790591,12.58,Found,01/01/1979,-71.5,35.66667
3904,Asuka 880821,12.57,Found,01/01/1988,-72.0,26.0
45305,Yamato 983648,12.57,Found,01/01/1998,0.0,0.0
15271,Grove Mountains 052317,12.57,Found,01/01/2006,-72.78,75.31971999999999
5155,Bluewing 035,12.56,Found,01/01/1999,40.26667,-118.93333
4954,Asuka 882090,12.56,Found,01/01/1988,-72.0,26.0
12317,Frontier Mountain 90204,12.55,Found,01/01/1990,-72.95488,160.47328000000002
22024,MacAlpine Hills 02704,12.55,Found,01/01/2002,-84.21667,160.5
14225,Grove Mountains 022151,12.54,Found,01/01/2003,-72.77889,75.31361
14929,Grove Mountains 050417,12.54,Found,01/01/2006,-72.985,75.23389
39084,Yamato 74656,12.52,Found,01/01/1974,-71.5,35.66667
41029,Yamato 791837,12.52,Found,01/01/1979,-71.5,35.66667
20540,Lewis Cliff 87090,12.5,Found,01/01/1987,-84.3405,161.39529
8524,Dominion Range 08079,12.5,Found,01/01/2008,0.0,0.0
37546,Shişr 113,12.5,Found,01/01/2007,18.25095,53.99868000000001
3319,Allan Hills A81230,12.5,Found,01/01/1981,-76.68889,159.36444
1818,Allan Hills 84022,12.5,Found,01/01/1984,-76.77022,158.80784
35496,Queen Alexandra Range 99869,12.5,Found,01/01/1999,-84.0,168.0
3390,Allan Hills A81301,12.5,Found,01/01/1981,-76.69111,159.29583
13269,Grosvenor Mountains 85216,12.5,Found,01/01/1985,-85.66667,175.0
9879,Elephant Moraine 87725,12.5,Found,01/01/1987,-76.27152,156.48277
33008,Queen Alexandra Range 93754,12.5,Found,01/01/1993,-84.0,168.0
23627,Meteorite Hills 00932,12.5,Found,01/01/2000,-79.68333,159.75
35526,Queen Alexandra Range 99899,12.5,Found,01/01/1999,-84.0,168.0
45461,Yamato 983843,12.5,Found,01/01/1998,0.0,0.0
16344,Harper Dry Lake 008,12.5,Found,01/01/2000,35.05193,-117.26138
21738,Lucerne Valley 015,12.5,Found,01/01/1998,34.5095,-116.95583
37899,Tassédet 003,12.5,Found,01/01/2001,18.30033,6.50683
7419,Dhofar 1614,12.5,Found,01/01/2009,18.728579999999997,54.53281
34017,Queen Alexandra Range 97385,12.5,Found,01/01/1997,-84.0,168.0
14934,Grove Mountains 050613,12.5,Found,01/01/2006,-72.98389,75.2456
23068,Meteorite Hills 001113,12.5,Found,01/01/2000,-79.68333,159.75
26214,Mount Morris (New York),12.5,Found,01/01/1897,42.7,-77.88333
9915,Elephant Moraine 87761,12.5,Found,01/01/1987,-76.28224,156.45986000000002
25680,Miller Range 090600,12.5,Found,01/01/2009,0.0,0.0
3232,Allan Hills A81143,12.5,Found,01/01/1981,-76.67971999999999,159.33694
10785,Elephant Moraine 90769,12.5,Found,01/01/1990,-76.28336,156.45035
21584,Lewis Cliff 93875,12.5,Found,01/01/1993,-84.27395,161.68204
23795,Meteorite Hills 01101,12.5,Found,01/01/2001,-79.68333,159.75
34391,Queen Alexandra Range 97757,12.5,Found,01/01/1997,-84.0,168.0
9950,Elephant Moraine 87796,12.5,Found,01/01/1987,-76.2814,156.45061
23366,Meteorite Hills 00671,12.5,Found,01/01/2000,-79.68333,155.75
1826,Allan Hills 84031,12.5,Found,01/01/1984,-77.03891,157.07356000000001
20169,Lewis Cliff 86260,12.5,Found,01/01/1986,-84.25511999999999,161.38693
20050,Lewis Cliff 86136,12.5,Found,01/01/1986,-84.25783,161.4132
21546,Lewis Cliff 93837,12.5,Found,01/01/1993,-84.25408,161.39396000000002
31773,Pecora Escarpment 91288,12.5,Found,01/01/1991,-85.68304,-68.79255
10057,Elephant Moraine 90043,12.5,Found,01/01/1990,-76.2683,156.42732
32261,Queen Alexandra Range 93009,12.5,Found,01/01/1993,-84.60873000000001,162.36978
23913,Meteorite Hills 01220,12.5,Found,01/01/2001,-79.68333,159.75
44294,Yamato 981905,12.49,Found,01/01/1998,0.0,0.0
44219,Yamato 981679,12.49,Found,01/01/1998,0.0,0.0
23460,Meteorite Hills 00765,12.48,Found,01/01/2000,-79.68333,155.75
15205,Grove Mountains 052131,12.47,Found,01/01/2006,-72.77168,75.33
41952,Yamato 793293,12.47,Found,01/01/1979,-71.5,35.66667
2314,Allan Hills 88073,12.47,Found,01/01/1988,-76.68219,159.31165
2665,Allan Hills A77229,12.47,Found,01/01/1977,-76.71667,159.66666999999998
39408,Yamato 790009,12.46,Found,01/01/1979,-71.5,35.66667
44185,Yamato 981603,12.46,Found,01/01/1998,0.0,0.0
2916,Allan Hills A78177,12.46,Found,01/01/1977,-76.71667,159.66666999999998
42354,Yamato 8013,12.46,Found,01/01/1980,-71.5,35.66667
45258,Yamato 983591,12.46,Found,01/01/1998,0.0,0.0
45104,Yamato 983381,12.45,Found,01/01/1998,0.0,0.0
43056,Yamato 86289,12.45,Found,01/01/1986,-71.5,35.66667
12301,Frontier Mountain 90182,12.45,Found,01/01/1990,-72.99083,160.40833
35582,Ramlat al Wahibah 029,12.44,Found,01/01/2006,21.19918,58.41271999999999
23444,Meteorite Hills 00749,12.43,Found,01/01/2000,-79.68333,155.75
2932,Allan Hills A78192,12.42,Found,01/01/1977,-76.71667,159.66666999999998
15042,Grove Mountains 051718,12.42,Found,01/01/2006,-72.7775,75.32889
2315,Allan Hills 88074,12.42,Found,01/01/1988,-76.69205,159.29708
4328,Asuka 881304,12.42,Found,01/01/1988,-72.0,26.0
4598,Asuka 881669,12.4,Found,01/01/1988,-72.0,26.0
31650,Pecora Escarpment 91165,12.4,Found,01/01/1991,-85.66088,-68.69819
8767,Dominion Range 08324,12.4,Found,01/01/2008,0.0,0.0
34995,Queen Alexandra Range 99366,12.4,Found,01/01/1999,-84.0,168.0
34994,Queen Alexandra Range 99365,12.4,Found,01/01/1999,-84.0,168.0
38492,Yamato 74066,12.4,Found,01/01/1974,-71.5,35.66667
23047,Meteorite Hills 001093,12.4,Found,01/01/2000,-79.68333,159.75
23872,Meteorite Hills 01179,12.4,Found,01/01/2001,-79.68333,159.75
10566,Elephant Moraine 90551,12.4,Found,01/01/1990,-76.28734,156.46805
9953,Elephant Moraine 87799,12.4,Found,01/01/1987,-76.28256,156.45813
23544,Meteorite Hills 00849,12.4,Found,01/01/2000,-79.68333,159.75
16701,Jiddat al Harasis 239,12.4,Found,01/01/2005,19.98505,56.41543000000001
32614,Queen Alexandra Range 93360,12.4,Found,01/01/1993,-84.0,168.0
13032,Grier (a),12.4,Found,01/01/1969,34.38167,-103.39166999999999
34417,Queen Alexandra Range 97783,12.4,Found,01/01/1997,-84.0,168.0
12586,Geologists Range 99111,12.4,Found,01/01/1999,-82.5,155.5
32565,Queen Alexandra Range 93311,12.4,Found,01/01/1993,-84.58166,162.54007
34418,Queen Alexandra Range 97784,12.4,Found,01/01/1997,-84.0,168.0
20387,Lewis Cliff 86480,12.4,Found,01/01/1986,-84.27396,161.6825
20122,Lewis Cliff 86209,12.4,Found,01/01/1986,-84.27377,161.68691
12496,Frontier Mountain 97052,12.4,Found,01/01/1997,-72.955,160.43389
23401,Meteorite Hills 00706,12.4,Found,01/01/2000,-79.68333,159.75
10062,Elephant Moraine 90048,12.4,Found,01/01/1990,-76.28612,156.46319
10308,Elephant Moraine 90295,12.4,Found,01/01/1990,-76.28201999999999,156.43583999999998
31741,Pecora Escarpment 91256,12.4,Found,01/01/1991,-85.67922,-68.27649
36317,Roosevelt County 026,12.4,Found,01/01/1984,34.15,-104.01666999999999
21430,Lewis Cliff 88708,12.4,Found,01/01/1988,-84.2744,161.36508
24844,Miller Range 07470,12.4,Found,01/01/2007,0.0,0.0
2168,Allan Hills 85105,12.4,Found,01/01/1985,-76.92345,156.54071000000002
33498,Queen Alexandra Range 94695,12.4,Found,01/01/1994,-84.0,168.0
24952,Miller Range 07582,12.4,Found,01/01/2007,0.0,0.0
8708,Dominion Range 08263,12.4,Found,01/01/2008,0.0,0.0
35359,Queen Alexandra Range 99731,12.4,Found,01/01/1999,-84.0,168.0
33742,Queen Alexandra Range 97111,12.4,Found,01/01/1997,-84.0,168.0
19862,Lewis Cliff 85420,12.4,Found,01/01/1985,-84.27677,161.40598
20998,Lewis Cliff 88267,12.4,Found,01/01/1988,-84.23486,161.45207
1776,Allan Hills 83064,12.4,Found,01/01/1983,-76.72038,158.76546000000002
41406,Yamato 792689,12.39,Found,01/01/1979,-71.5,35.66667
43066,Yamato 86298,12.39,Found,01/01/1986,-71.5,35.66667
45361,Yamato 983726,12.38,Found,01/01/1998,0.0,0.0
15609,Grove Mountains 053566,12.38,Found,01/01/2006,-72.78166999999999,75.3
45271,Yamato 983604,12.38,Found,01/01/1998,0.0,0.0
41604,Yamato 792943,12.37,Found,01/01/1979,-71.5,35.66667
37447,Sevaruyo,12.37,Found,01/01/2001,-19.36775,-66.96786999999999
42560,Yamato 82100,12.36,Found,01/01/1982,-71.5,35.66667
41411,Yamato 792694,12.36,Found,01/01/1979,-71.5,35.66667
45578,Yamato 984007,12.36,Found,01/01/1998,0.0,0.0
45575,Yamato 984004,12.36,Found,01/01/1998,0.0,0.0
4410,Asuka 881410,12.35,Found,01/01/1988,-72.0,26.0
41155,Yamato 791964,12.35,Found,01/01/1979,-71.5,35.66667
44997,Yamato 983219,12.35,Found,01/01/1998,0.0,0.0
37039,Sayh al Uhaymir 132,12.34,Found,01/01/2001,21.06831,57.31564
14210,Grove Mountains 022136,12.34,Found,01/01/2003,-72.77889,75.31361
43420,Yamato 86696,12.34,Found,01/01/1986,-71.5,35.66667
42859,Yamato 86091,12.34,Found,01/01/1986,-71.5,35.66667
44012,Yamato 981139,12.34,Found,01/01/1998,0.0,0.0
2313,Allan Hills 88072,12.33,Found,01/01/1988,-76.72315,158.72353
45278,Yamato 983612,12.33,Found,01/01/1998,0.0,0.0
39863,Yamato 790605,12.32,Found,01/01/1979,-71.5,35.66667
11976,Frontier Mountain 03041,12.31,Found,01/01/2003,-72.95108,160.51425
40042,Yamato 790801,12.31,Found,01/01/1979,-71.5,35.66667
14899,Grove Mountains 050212,12.3,Found,01/01/2006,-72.95306,75.23278
20827,Lewis Cliff 88094,12.3,Found,01/01/1988,-84.25264,161.3956
10744,Elephant Moraine 90728,12.3,Found,01/01/1990,-76.26703,156.44728999999998
9388,El Médano 159,12.3,Found,01/01/2011,-24.85,-70.53333
40832,Yamato 791631,12.3,Found,01/01/1979,-71.5,35.66667
24994,Miller Range 07624,12.3,Found,01/01/2007,0.0,0.0
13572,Grove Mountains 020135,12.3,Found,01/01/2003,-72.98,75.25889000000001
20831,Lewis Cliff 88098,12.3,Found,01/01/1988,-84.25234,161.39705
32983,Queen Alexandra Range 93729,12.3,Found,01/01/1993,-84.0,168.0
31678,Pecora Escarpment 91193,12.3,Found,01/01/1991,-85.68164,-68.74195
21962,MacAlpine Hills 02634,12.3,Found,01/01/2002,-84.21667,160.5
8889,Dominion Range 08445,12.3,Found,01/01/2008,0.0,0.0
34093,Queen Alexandra Range 97462,12.3,Found,01/01/1997,-84.0,168.0
34175,Queen Alexandra Range 97542,12.3,Found,01/01/1997,-84.0,168.0
24731,Miller Range 07356,12.3,Found,01/01/2007,0.0,0.0
3354,Allan Hills A81266,12.3,Found,01/01/1981,-76.7648,159.29344
23958,Meteorite Hills 01265,12.3,Found,01/01/2001,-79.68333,159.75
23848,Meteorite Hills 01155,12.3,Found,01/01/2001,-79.68333,159.75
21327,Lewis Cliff 88605,12.3,Found,01/01/1988,-84.27367,161.38798
33186,Queen Alexandra Range 94382,12.3,Found,01/01/1994,-84.0,168.0
10561,Elephant Moraine 90546,12.3,Found,01/01/1990,-76.28647,156.46693
40285,Yamato 791059,12.3,Found,01/01/1979,-71.5,35.66667
34047,Queen Alexandra Range 97416,12.3,Found,01/01/1997,-84.0,168.0
10154,Elephant Moraine 90141,12.3,Found,01/01/1990,-76.27668,156.446
35516,Queen Alexandra Range 99889,12.3,Found,01/01/1999,-84.0,168.0
15862,Grove Mountains 090298,12.3,Found,01/01/2010,-72.91147,75.10686
18981,LaPaz Icefield 10031,12.3,Found,01/01/2010,0.0,0.0
24666,Miller Range 07291,12.3,Found,01/01/2007,0.0,0.0
20558,Lewis Cliff 87110,12.3,Found,01/01/1987,-84.25328,161.40596000000002
27634,Northwest Africa 2596,12.3,Found,01/01/2004,0.0,0.0
23820,Meteorite Hills 01126,12.3,Found,01/01/2001,-79.68333,159.75
2227,Allan Hills 86605,12.3,Found,01/01/1986,-76.70806,159.30975
23570,Meteorite Hills 00875,12.3,Found,01/01/2000,-79.68333,159.75
25963,Miller Range 090886,12.3,Found,01/01/2009,0.0,0.0
19905,Lewis Cliff 85463,12.3,Found,01/01/1985,-84.27633,161.38667
11908,Frontier Mountain 01145,12.3,Found,01/01/2001,-72.99306,160.40056
21203,Lewis Cliff 88477,12.3,Found,01/01/1988,-84.24937,161.40723
37566,Shişr 133,12.3,Found,01/01/2007,18.259420000000002,53.99298
1833,Allan Hills 84038,12.3,Found,01/01/1984,-76.88906,157.05112
2495,Allan Hills A77056,12.3,Found,01/01/1977,-76.71667,159.66666999999998
2541,Allan Hills A77102,12.3,Found,01/01/1977,-76.71667,159.66666999999998
44632,Yamato 982418,12.29,Found,01/01/1998,0.0,0.0
15520,Grove Mountains 053117,12.28,Found,01/01/2006,-72.78111,75.30833
14956,Grove Mountains 051533,12.26,Found,01/01/2006,-72.93389,75.30972
44926,Yamato 983123,12.26,Found,01/01/1998,0.0,0.0
2483,Allan Hills A77044,12.25,Found,01/01/1977,-76.71667,159.66666999999998
39483,Yamato 790118,12.25,Found,01/01/1979,-71.5,35.66667
44757,Yamato 982762,12.24,Found,01/01/1998,0.0,0.0
45273,Yamato 983607,12.24,Found,01/01/1998,0.0,0.0
42258,Yamato 794003,12.24,Found,01/01/1979,-71.5,35.66667
44724,Yamato 982701,12.24,Found,01/01/1998,0.0,0.0
39828,Yamato 790570,12.24,Found,01/01/1979,-71.5,35.66667
14335,Grove Mountains 022291,12.24,Found,01/01/2003,-72.77944000000001,75.29528
43577,Yamato 981200,12.23,Found,01/01/1998,0.0,0.0
2829,Allan Hills A78089,12.23,Found,01/01/1977,-76.71667,159.66666999999998
4675,Asuka 881772,12.22,Found,01/01/1988,-72.0,26.0
15071,Grove Mountains 051779,12.22,Found,01/01/2006,-72.77778,75.32139000000001
3527,Asuka 87123,12.22,Found,01/01/1987,-72.0,26.0
3858,Asuka 880774,12.21,Found,01/01/1988,-72.0,26.0
42855,Yamato 86087,12.21,Found,01/01/1986,-71.5,35.66667
24699,Miller Range 07324,12.2,Found,01/01/2007,0.0,0.0
19845,Lewis Cliff 85403,12.2,Found,01/01/1985,-84.28061,161.39733
2144,Allan Hills 85081,12.2,Found,01/01/1985,-76.92089,156.62781999999999
26015,Miller Range 090938,12.2,Found,01/01/2009,0.0,0.0
7294,Dhofar 1486,12.2,Found,01/01/2003,19.168129999999998,54.671569999999996
25057,Miller Range 07689,12.2,Found,01/01/2007,0.0,0.0
33960,Queen Alexandra Range 97326,12.2,Found,01/01/1997,-84.0,168.0
13415,Grosvenor Mountains 95643,12.2,Found,01/01/1995,-85.66667,175.0
34427,Queen Alexandra Range 97793,12.2,Found,01/01/1997,-84.0,168.0
21122,Lewis Cliff 88393,12.2,Found,01/01/1988,-84.24173,161.43651
24832,Miller Range 07458,12.2,Found,01/01/2007,0.0,0.0
33396,Queen Alexandra Range 94594,12.2,Found,01/01/1994,-84.0,168.0
24769,Miller Range 07394,12.2,Found,01/01/2007,0.0,0.0
2607,Allan Hills A77170,12.2,Found,01/01/1977,-76.71667,159.66666999999998
34451,Queen Alexandra Range 97818,12.2,Found,01/01/1997,-84.0,168.0
9025,Dominion Range 10353,12.2,Found,01/01/2010,0.0,0.0
42810,Yamato 86042,12.2,Found,01/01/1986,-71.5,35.66667
21221,Lewis Cliff 88495,12.2,Found,01/01/1988,-84.25064,161.38747
9021,Dominion Range 10329,12.2,Found,01/01/2010,0.0,0.0
24897,Miller Range 07525,12.2,Found,01/01/2007,0.0,0.0
10265,Elephant Moraine 90252,12.2,Found,01/01/1990,-76.28629000000001,156.44165
34046,Queen Alexandra Range 97415,12.2,Found,01/01/1997,-84.0,168.0
15034,Grove Mountains 051686,12.2,Found,01/01/2006,-72.77889,75.315
31351,Pecora Escarpment 01013,12.2,Found,01/01/2002,-85.68755,-68.8922
33223,Queen Alexandra Range 94419,12.2,Found,01/01/1994,-84.0,168.0
20115,Lewis Cliff 86202,12.2,Found,01/01/1986,-84.2679,161.37118
8595,Dominion Range 08150,12.2,Found,01/01/2008,0.0,0.0
21454,Lewis Cliff 88732,12.2,Found,01/01/1988,-84.27985,161.35766
2149,Allan Hills 85086,12.2,Found,01/01/1985,-76.85056,156.31035
2403,Allan Hills 95101,12.2,Found,01/01/1995,-76.71667,159.66666999999998
3180,Allan Hills A81091,12.2,Found,01/01/1981,-76.69278,159.39167
11590,Elephant Moraine 99433,12.2,Found,01/01/1999,-76.18333,157.16666999999998
19345,Larkman Nunatak 06504,12.2,Found,01/01/2006,0.0,0.0
10777,Elephant Moraine 90761,12.2,Found,01/01/1990,-76.28322,156.45293999999998
20620,Lewis Cliff 87177,12.2,Found,01/01/1987,-84.34434,161.46808000000001
31878,Pecora Escarpment 91392,12.2,Found,01/01/1991,-85.68789,-69.05136999999999
19000,LaPaz Icefield 10107,12.2,Found,01/01/2010,0.0,0.0
24945,Miller Range 07575,12.2,Found,01/01/2007,0.0,0.0
44817,Yamato 982897,12.19,Found,01/01/1998,0.0,0.0
42041,Yamato 793384,12.19,Found,01/01/1979,-71.5,35.66667
44469,Yamato 982179,12.18,Found,01/01/1998,0.0,0.0
42094,Yamato 793438,12.18,Found,01/01/1979,-71.5,35.66667
45001,Yamato 983223,12.17,Found,01/01/1998,0.0,0.0
40996,Yamato 791800,12.17,Found,01/01/1979,-71.5,35.66667
45459,Yamato 983841,12.16,Found,01/01/1998,0.0,0.0
42353,Yamato 8012,12.15,Found,01/01/1980,-71.5,35.66667
39845,Yamato 790587,12.15,Found,01/01/1979,-71.5,35.66667
32123,Queen Alexandra Range 02148,12.14,Found,01/01/2002,-84.0,168.0
41887,Yamato 793228,12.14,Found,01/01/1979,-71.5,35.66667
3975,Asuka 880901,12.14,Found,01/01/1988,-72.0,26.0
41527,Yamato 792822,12.13,Found,01/01/1979,-71.5,35.66667
42270,Yamato 794015,12.13,Found,01/01/1979,-71.5,35.66667
44058,Yamato 981271,12.13,Found,01/01/1998,0.0,0.0
15314,Grove Mountains 052415,12.12,Found,01/01/2006,-72.779167,75.331389
2311,Allan Hills 88070,12.12,Found,01/01/1988,-76.71086,159.15038
45094,Yamato 983365,12.12,Found,01/01/1998,0.0,0.0
32086,Queen Alexandra Range 02112,12.12,Found,01/01/2002,-84.0,168.0
42760,Yamato 8450,12.12,Found,01/01/1984,-71.5,35.66667
3998,Asuka 880932,12.11,Found,01/01/1988,-72.0,26.0
41435,Yamato 792719,12.11,Found,01/01/1979,-71.5,35.66667
7551,Dhofar 1745,12.1,Found,,19.078329999999998,54.505559999999996
36388,Roosevelt County 095,12.1,Found,01/01/1995,34.09167,-103.50166999999999
13491,Grove Mountains 020052,12.1,Found,01/01/2003,-73.01722,75.25556
17458,Lake Carnegie,12.1,Found,01/01/1992,-26.21667,122.5
2949,Allan Hills A78209,12.1,Found,01/01/1978,-76.71667,159.66666999999998
3022,Allan Hills A79019,12.1,Found,01/01/1979,-76.68972,159.36333
30264,Northwest Africa 7116,12.1,Found,01/01/2011,0.0,0.0
20046,Lewis Cliff 86132,12.1,Found,01/01/1986,-84.25661,161.36341000000002
25958,Miller Range 090881,12.1,Found,01/01/2009,0.0,0.0
1703,Allan Hills 82135,12.1,Found,01/01/1982,-76.91275999999999,156.97558999999998
11463,Elephant Moraine 96259,12.1,Found,01/01/1996,-76.18333,157.16666999999998
2512,Allan Hills A77074,12.1,Found,01/01/1977,-76.71667,159.66666999999998
18994,LaPaz Icefield 10090,12.1,Found,01/01/2010,0.0,0.0
33954,Queen Alexandra Range 97320,12.1,Found,01/01/1997,-84.0,168.0
38491,Yamato 74065,12.1,Found,01/01/1974,-71.79972,36.290279999999996
11407,Elephant Moraine 96204,12.1,Found,01/01/1996,-76.18333,157.16666999999998
35482,Queen Alexandra Range 99855,12.1,Found,01/01/1999,-84.0,168.0
32712,Queen Alexandra Range 93457,12.1,Found,01/01/1993,-84.0,168.0
25780,Miller Range 090701,12.1,Found,01/01/2009,0.0,0.0
12546,Frontier Mountain 99038,12.1,Found,01/01/1999,-72.97639000000001,160.55111000000002
9993,Elephant Moraine 87839,12.1,Found,01/01/1987,-76.28442,156.44581000000002
24751,Miller Range 07376,12.1,Found,01/01/2007,0.0,0.0
31859,Pecora Escarpment 91373,12.1,Found,01/01/1991,-85.68809,-68.35024
2023,Allan Hills 84227,12.1,Found,01/01/1984,-76.71175,158.78789
10763,Elephant Moraine 90747,12.1,Found,01/01/1990,-76.28663,156.44656
19797,Lewis Cliff 85354,12.1,Found,01/01/1985,-84.27583,161.41269
19794,Lewis Cliff 85351,12.1,Found,01/01/1985,-84.2664,161.39514
19348,Larkman Nunatak 06507,12.1,Found,01/01/2006,0.0,0.0
2312,Allan Hills 88071,12.1,Found,01/01/1988,-76.71667,159.33333000000002
21337,Lewis Cliff 88615,12.1,Found,01/01/1988,-84.26850999999999,161.37063
7215,Dhofar 1411,12.09,Found,01/01/2001,19.07285,54.777680000000004
45280,Yamato 983619,12.09,Found,01/01/1998,0.0,0.0
15654,Grove Mountains 053695,12.08,Found,01/01/2006,-72.778889,75.313611
45592,Yamato 984031,12.08,Found,01/01/1998,0.0,0.0
40185,Yamato 790944,12.08,Found,01/01/1979,-71.5,35.66667
35577,Ramlat al Wahibah 024,12.07,Found,01/01/2006,21.376279999999998,58.42768
44459,Yamato 982169,12.07,Found,01/01/1998,0.0,0.0
40016,Yamato 790769,12.07,Found,01/01/1979,-71.5,35.66667
14279,Grove Mountains 022212,12.07,Found,01/01/2003,-72.77833000000001,75.32083
40048,Yamato 790807,12.07,Found,01/01/1979,-71.5,35.66667
42591,Yamato 82132,12.07,Found,01/01/1982,-71.5,35.66667
38985,Yamato 74557,12.05,Found,01/01/1974,0.0,35.66667
3616,Asuka 87223,12.05,Found,01/01/1987,-72.0,26.0
8185,Dhofar 824,12.05,Found,01/01/2001,19.060129999999997,54.531819999999996
12008,Frontier Mountain 03074,12.05,Found,01/01/2004,-72.95233,160.45447
