,name,mass,fall,year,reclat,reclong
17057,Jiddat al Harasis 595,929.1,Found,01/01/2009,19.50875,56.64635
28141,Northwest Africa 3251,928.0,Found,01/01/2006,0.0,0.0
7667,Dhofar 282,928.0,Found,01/01/2001,19.03333,54.628330000000005
5197,Brady,927.0,Found,01/01/1937,31.05,-99.46667
32185,Queen Alexandra Range 90218,926.5,Found,01/01/1990,-84.61017,162.15388000000002
6440,Dar al Gani 669,926.0,Found,01/01/1999,27.33333,16.16667
1531,Adrar Chiriet,926.0,Found,01/01/2003,19.640079999999998,9.35545
5061,Beaver-Harrison,925.0,Found,01/01/1979,38.48417,-113.13638999999999
19103,Larkman Nunatak 06259,924.5,Found,01/01/2006,0.0,0.0
1361,Acfer 246,923.0,Found,01/01/1991,27.692220000000002,3.3216699999999997
16754,Jiddat al Harasis 291,923.0,Found,01/01/2005,19.7842,56.47878000000001
22722,MacAlpine Hills 88119,920.8,Found,01/01/1988,-84.21667,160.5
36020,Reid 006,920.0,Found,01/01/1978,-30.6,128.48333
1141,Acfer 025,920.0,Found,01/01/1989,27.58333,3.9666699999999997
16052,Hammadah al Hamra 077,920.0,Found,01/01/1994,28.9755,12.33967
4647,Asuka 881742,916.75,Found,01/01/1988,-72.0,26.0
28205,Northwest Africa 3317,916.0,Found,01/01/2005,0.0,0.0
30774,Northwest Africa 7855,916.0,Found,01/01/2013,0.0,0.0
30610,Northwest Africa 7611,916.0,Found,01/01/2012,0.0,0.0
28140,Northwest Africa 3250,916.0,Found,01/01/2006,0.0,0.0
24022,Meteorite Hills 96502,915.6,Found,01/01/1996,-79.68333,159.75
3694,Asuka 87331,914.24,Found,01/01/1987,-72.0,26.0
17163,Jiddat al Harasis 701,914.2,Found,01/01/2011,19.18835,55.3866
12780,Graves Nunataks 95207,914.2,Found,01/01/1995,-86.71667,-141.5
16551,Jeedamya,914.0,Found,01/01/1971,-29.58333,121.16667
42516,Yamato 82056,913.79,Found,01/01/1982,-71.5,35.66667
1590,Al Huqf 060,913.1,Found,01/01/2001,19.405179999999998,57.26818000000001
7083,Dhofar 108,913.0,Found,01/01/2000,18.874,54.26817
45665,Yarle Lakes 001,913.0,Found,01/01/1990,-30.316670000000002,131.46667
3111,Allan Hills A81022,912.5,Found,01/01/1981,-76.82851,158.22522
8469,Dominion Range 08024,912.3,Found,01/01/2008,0.0,0.0
7440,Dhofar 164,911.0,Found,01/01/2000,19.0275,54.68083000000001
33607,Queen Alexandra Range 97028,910.9,Found,01/01/1997,-84.0,168.0
11715,Forrest 007,910.0,Found,01/01/1979,-30.785,128.01667
14853,Grove Mountains 050089,910.0,Found,01/01/2006,-72.98583,75.16722
3530,Asuka 87128,909.55,Found,01/01/1987,-72.0,26.0
31502,Pecora Escarpment 91018,909.5,Found,01/01/1991,-85.6884,-68.34108
37739,Streaky Bay,909.0,Found,01/01/1989,-32.86667,134.28333
37312,Sayh al Uhaymir 484,908.0,Found,01/01/2008,20.786170000000002,57.14966999999999
4788,Asuka 881902,907.87,Found,01/01/1988,-72.0,26.0
17468,Lake Torrens,906.0,Found,01/01/1989,-31.03333,138.2
19118,Larkman Nunatak 06274,905.6,Found,01/01/2006,0.0,0.0
1166,Acfer 051,905.0,Found,01/01/1989,27.616670000000003,4.41667
28118,Northwest Africa 3228,905.0,Found,01/01/2006,0.0,0.0
17442,Lahmada 006,904.6,Found,01/01/1999,27.16667,-9.5
5432,Catalina 035,904.0,Found,01/01/2011,-25.23333,-69.71667
36292,Rooikop 002,903.0,Found,01/01/1991,-23.08333,14.715
16597,Jiddat al Harasis 062,903.0,Found,01/01/2000,19.75585,56.667019999999994
36293,Rooikop 003,902.0,Found,01/01/1991,-23.08333,14.715
37508,Shişr 024,900.84,Found,01/01/1998,18.55473,53.996869999999994
8198,Dhofar 837,900.1,Found,01/01/2000,18.30583,54.14966999999999
38418,Yamato 7305,900.0,Found,01/01/1973,-71.5,35.66667
36967,Sayh al Uhaymir 061,900.0,Found,01/01/2000,20.50667,56.655
26216,Mount Ouray,900.0,Found,01/01/1898,38.41667,-106.21667
44684,Yamato 982556,898.8,Found,01/01/1998,0.0,0.0
25101,Miller Range 090023,898.6,Found,01/01/2009,0.0,0.0
11225,Elephant Moraine 96021,898.5,Found,01/01/1996,-76.18333,157.16666999999998
7160,Dhofar 1286,898.0,Found,01/01/2005,18.42632,54.42865
5725,Dar al Gani 011,898.0,Found,01/01/1995,27.16467,16.16917
4778,Asuka 881889,897.06,Found,01/01/1988,-72.0,26.0
30651,Northwest Africa 7664,897.0,Found,01/01/2002,0.0,0.0
11227,Elephant Moraine 96023,897.0,Found,01/01/1996,-76.18333,157.16666999999998
24029,Meteorite Hills 96509,896.9,Found,01/01/1996,-79.68333,159.75
32283,Queen Alexandra Range 93030,896.9,Found,01/01/1993,-84.6278,162.00223
1542,Aguemour 001,896.0,Found,01/01/1990,26.96667,4.45
31127,Pampa del Infierno,896.0,Found,01/01/1895,-26.683329999999998,-61.083330000000004
19745,Leslie,895.0,Found,01/01/1968,34.61139,-100.855
15972,Hamadat Murzùq 001,895.0,Found,01/01/1999,26.25,13.01667
4584,Asuka 881652,894.8,Found,01/01/1988,-72.0,26.0
26295,Mulga (south),894.0,Found,01/01/1963,-30.2,126.36667
6287,Dar al Gani 515,894.0,Found,01/01/1997,27.08983,16.08667
16277,Hammadah al Hamra 300,893.0,Found,01/01/2000,30.11983,12.1135
5106,Billygoat Donga,893.0,Found,01/01/1962,-30.133329999999997,126.36667
36429,Sacramento Wash 002,892.8,Found,01/01/2004,34.75635,-114.2343
16831,Jiddat al Harasis 368,892.7,Found,01/01/2003,19.27365,55.8104
37904,Taylor Glacier 82700,892.1,Found,01/01/1982,-77.73333000000001,162.16666999999998
26380,Newsom,892.0,Found,01/01/1939,37.6,-105.83333
15981,Hammadah al Hamra 005,891.0,Found,01/01/1990,28.883329999999997,12.48333
25091,Miller Range 090013,890.6,Found,01/01/2009,0.0,0.0
15968,Hajmah (b),890.6,Found,01/01/1958,19.91667,56.25
31457,Pecora Escarpment 82502,890.4,Found,01/01/1982,-85.63333,-68.7
7423,Dhofar 1623,890.0,Found,01/01/2009,18.4517,54.20653000000001
5996,Dar al Gani 223,890.0,Found,01/01/1996,27.495,16.259
42819,Yamato 86051,889.29,Found,01/01/1986,-71.5,35.66667
5856,Dar al Gani 1039,889.0,Found,01/01/1999,27.330170000000003,16.231170000000002
30187,Northwest Africa 7015,888.0,Found,01/01/2011,0.0,0.0
17090,Jiddat al Harasis 629,888.0,Found,01/01/2010,19.78991,55.96635
16727,Jiddat al Harasis 265,886.3,Found,01/01/2005,19.96765,56.47965
7037,Dhofar 1038,886.2,Found,01/01/2003,19.30455,54.631569999999996
6643,Dar al Gani 872,885.0,Found,01/01/2001,27.219170000000002,16.226329999999997
6848,Delphos (c),885.0,Found,01/01/1977,34.05,-103.63333
42637,Yamato 82178,884.6,Found,01/01/1982,-71.5,35.66667
16328,Happy (c),884.3,Found,01/01/1971,34.58333,-102.05
16594,Jiddat al Harasis 059,884.0,Found,01/01/2000,19.9384,56.789019999999994
7459,Dhofar 1657,883.0,Found,01/01/2011,18.36015,54.394369999999995
16613,Jiddat al Harasis 078,882.7,Found,01/01/2003,19.914479999999998,55.662780000000005
9477,Elephant Moraine 83237,882.7,Found,01/01/1983,-76.2975,157.23389
36952,Sayh al Uhaymir 046,882.1,Found,01/01/2000,20.82333,57.085280000000004
30213,Northwest Africa 7069,882.0,Found,01/01/2011,0.0,0.0
30649,Northwest Africa 7662,882.0,Found,01/01/2011,24.77583,-14.562829999999998
3061,Allan Hills A80104,882.0,Found,01/01/1980,-76.72833,159.29278
16289,Hammadah al Hamra 312,882.0,Found,01/01/2000,29.28867,13.4985
15098,Grove Mountains 051863,882.0,Found,01/01/2006,-72.77555600000001,75.33416700000001
36298,Roosevelt County 004,882.0,Found,01/01/1977,34.08333,-103.5
35682,Ramlat as Sahmah 270,881.7,Found,01/01/2008,20.5534,56.126780000000004
4689,Asuka 881787,880.57,Found,01/01/1988,-72.0,26.0
16313,Hammadah al Hamra 336,880.0,Found,01/01/2004,28.650679999999998,12.69125
29373,Northwest Africa 5422,880.0,Found,01/01/2008,0.0,0.0
5229,Buckley Island 10932,879.9,Found,01/01/2010,0.0,0.0
24291,Miller Range 07026,879.3,Found,01/01/2007,0.0,0.0
16050,Hammadah al Hamra 075,879.0,Found,01/01/1994,28.90467,12.55567
19127,Larkman Nunatak 06283,878.2,Found,01/01/2006,0.0,0.0
36934,Sayh al Uhaymir 029,878.0,Found,01/01/2000,21.08483,57.05517
1433,Acfer 317,878.0,Found,01/01/1992,27.592779999999998,4.40139
32038,Poolowanna,875.0,Found,01/01/1997,-29.831670000000003,136.85867
6152,Dar al Gani 379,875.0,Found,01/01/1997,27.87417,15.887170000000001
36733,Salt Lake City,875.0,Found,01/01/1869,40.91667,-111.66667
19766,Lewis Cliff 85323,874.4,Found,01/01/1985,-84.28333,161.08333000000002
30710,Northwest Africa 7737,874.0,Found,01/01/2012,0.0,0.0
1468,Acfer 352,873.0,Found,01/01/2001,27.76667,4.0166699999999995
15792,Grove Mountains 054505,873.0,Found,01/01/2006,-72.94055999999999,75.1575
23138,Meteorite Hills 00443,872.0,Found,01/01/2000,-79.68333,155.75
16228,Hammadah al Hamra 251,870.0,Found,01/01/1997,28.959670000000003,12.87117
4923,Asuka 882054,869.7,Found,01/01/1988,-72.0,26.0
16529,Isla del Espíritu Santo,869.0,Found,01/01/1999,24.51667,-111.36667
1260,Acfer 145,869.0,Found,01/01/1990,27.66667,4.28333
17251,Jiddat al Harasis 790,868.0,Found,,19.704439999999998,55.733059999999995
8282,Dhofar 966,868.0,Found,01/01/2004,19.19217,54.9855
28896,Northwest Africa 471,868.0,Found,01/01/1999,31.975,-4.16667
17111,Jiddat al Harasis 650,868.0,Found,01/01/2010,19.50543,56.543330000000005
30553,Northwest Africa 7531,868.0,Found,01/01/2009,0.0,0.0
30711,Northwest Africa 7738,868.0,Found,01/01/2012,0.0,0.0
7195,Dhofar 134,868.0,Found,01/01/2000,19.049,54.583
38520,Yamato 74094,867.2,Found,01/01/1974,-71.79805999999999,36.24861
6212,Dar al Gani 439,867.0,Found,01/01/1998,27.829,15.928
6516,Dar al Gani 745,866.0,Found,01/01/1998,27.305,16.20167
25098,Miller Range 090020,864.3,Found,01/01/2009,0.0,0.0
30593,Northwest Africa 7589,864.0,Found,01/01/2012,0.0,0.0
2697,Allan Hills A77262,861.5,Found,01/01/1977,-76.71667,159.66666999999998
21682,Loop (c),861.0,Found,01/01/1964,32.98333,-102.38833000000001
29617,Northwest Africa 5932,861.0,Found,01/01/2009,0.0,0.0
1235,Acfer 120,861.0,Found,01/01/1990,27.65,4.3
21793,Luray,861.0,Found,01/01/1976,39.11667,-98.68333
5367,Canyon,860.0,Found,01/01/1957,34.96667,-101.93333
31089,Ovid (b),860.0,Found,01/01/1943,40.75833,-102.375
38032,Tierra Blanca,860.0,Found,01/01/1965,34.93333,-102.01666999999999
5029,Barbianello,860.0,Found,01/01/1960,45.05778,9.19556
5900,Dar al Gani 125,860.0,Found,01/01/1996,27.1205,16.112170000000003
5795,Dar al Gani 082,860.0,Found,01/01/1995,27.167,15.939329999999998
5226,Buck Mountains 005,859.7,Found,01/01/2007,34.70337,-114.19097
29199,Northwest Africa 5167,859.0,Found,01/01/2007,0.0,0.0
7932,Dhofar 557,859.0,Found,01/01/2001,18.72663,54.37452
17182,Jiddat al Harasis 721,859.0,Found,,19.68722,55.68306
1546,Aguemour 005,859.0,Found,01/01/1991,27.43583,4.63861
43444,Yamato 86720,858.71,Found,01/01/1986,-71.5,35.66667
6124,Dar al Gani 351,858.0,Found,01/01/1997,27.17867,16.259
30099,Northwest Africa 6815,857.3,Found,01/01/2011,0.0,0.0
1854,Allan Hills 84059,856.9,Found,01/01/1984,-76.76988,158.80378000000002
4977,Asuka 882114,855.61,Found,01/01/1988,-72.0,26.0
5111,Bir Hadi,855.0,Found,01/01/1958,19.41667,51.03333
7861,Dhofar 486,855.0,Found,01/01/2001,19.11102,54.92111
6229,Dar al Gani 457,855.0,Found,01/01/1998,27.80733,15.93767
1583,Al Huqf 053,854.7,Found,01/01/2001,19.61287,57.27038
1178,Acfer 064,854.0,Found,01/01/1989,27.616670000000003,4.566669999999999
37040,Sayh al Uhaymir 133,853.0,Found,01/01/2001,20.99867,57.294669999999996
29255,Northwest Africa 5265,853.0,Found,01/01/2005,0.0,0.0
7543,Dhofar 1738,853.0,Found,,19.32694,54.906940000000006
37543,Shişr 110,853.0,Found,01/01/2001,18.188979999999997,53.80485
8045,Dhofar 674,852.0,Found,01/01/2001,19.21305,54.610980000000005
7755,Dhofar 371,852.0,Found,01/01/2000,18.54798,54.676919999999996
37606,Shişr 175,852.0,Found,01/01/2000,18.54717,53.9381
13285,Grosvenor Mountains 95513,851.7,Found,01/01/1995,-85.66667,175.0
4875,Asuka 882002,851.63,Found,01/01/1988,-72.0,26.0
25100,Miller Range 090022,851.4,Found,01/01/2009,0.0,0.0
16566,Jiddat al Harasis 008,851.0,Found,01/01/1999,19.25333,56.145
35736,Ramlat as Sahmah 325,850.8,Found,01/01/2009,20.26043,56.49015
16810,Jiddat al Harasis 347,850.7,Found,01/01/2006,19.81618,56.667930000000005
26212,Mount Margaret,850.0,Found,01/01/1972,-28.83333,122.18333
38397,Yalgoo,850.0,Found,01/01/1937,-28.383329999999997,116.71667
29866,Northwest Africa 6400,850.0,Found,01/01/2007,0.0,0.0
36406,Rosamond Dry Lake,850.0,Found,01/01/1940,34.83333,-118.06667
6265,Dar al Gani 493,850.0,Found,01/01/1997,26.991670000000003,15.7745
1496,Acfer 380,849.0,Found,01/01/2002,27.76667,4.41667
7116,Dhofar 1176,849.0,Found,01/01/2005,18.741611,54.26175
4053,Asuka 881000,848.86,Found,01/01/1988,-72.0,26.0
11233,Elephant Moraine 96029,848.28,Found,01/01/1996,-76.18333,157.16666999999998
2855,Allan Hills A78115,847.6,Found,01/01/1978,-76.71667,159.66666999999998
3498,Asuka 87074,847.07,Found,01/01/1987,-72.0,26.0
13286,Grosvenor Mountains 95514,846.4,Found,01/01/1995,-85.66667,175.0
38077,Trilby Wash,846.0,Found,01/01/2005,33.91667,-112.55
30661,Northwest Africa 7681,846.0,Found,01/01/2012,0.0,0.0
2628,Allan Hills A77192,845.3,Found,01/01/1977,-76.71667,159.66666999999998
38544,Yamato 74118,845.1,Found,01/01/1974,-71.82417,36.19444
5423,Catalina 026,845.0,Found,01/01/2009,-25.23333,-69.71667
22717,MacAlpine Hills 88114,844.4,Found,01/01/1988,-84.21667,160.5
41910,Yamato 793251,844.0,Found,01/01/1979,-71.5,35.66667
16148,Hammadah al Hamra 172,843.0,Found,01/01/1996,28.62217,13.3205
37536,Shişr 103,842.5,Found,01/01/2002,18.521729999999998,53.80392
5824,Dar al Gani 101,842.0,Found,01/01/1996,27.1295,16.06867
41020,Yamato 791828,841.0,Found,01/01/1979,-71.5,35.66667
37507,Shişr 023,841.0,Found,01/01/1998,18.552870000000002,53.98743
28119,Northwest Africa 3229,841.0,Found,01/01/2006,0.0,0.0
13284,Grosvenor Mountains 95512,840.4,Found,01/01/1995,-85.66667,175.0
16595,Jiddat al Harasis 060,840.0,Found,01/01/2000,19.7627,56.688030000000005
5808,Dar al Gani 095,840.0,Found,01/01/1996,27.10683,16.516170000000002
29834,Northwest Africa 6335,839.1,Found,01/01/2002,0.0,0.0
40742,Yamato 791536,839.0,Found,01/01/1979,-71.5,35.66667
6228,Dar al Gani 456,838.0,Found,01/01/1998,27.797829999999998,15.941670000000002
5791,Dar al Gani 078,838.0,Found,01/01/1995,27.10483,16.06317
19117,Larkman Nunatak 06273,837.9,Found,01/01/2006,0.0,0.0
5919,Dar al Gani 146,837.0,Found,01/01/1996,27.03367,16.4055
5995,Dar al Gani 222,837.0,Found,01/01/1996,27.453329999999998,16.31267
4514,Asuka 881561,836.87,Found,01/01/1988,-72.0,26.0
6640,Dar al Gani 869,836.0,Found,01/01/1998,27.09317,16.049329999999998
45680,York (iron),835.0,Found,01/01/1878,40.75,-97.5
8468,Dominion Range 08023,834.1,Found,01/01/2008,0.0,0.0
28808,Northwest Africa 4608,833.5,Found,01/01/2006,0.0,0.0
4881,Asuka 882008,833.23,Found,01/01/1988,-72.0,26.0
6912,Dhofar 018,833.0,Found,01/01/2000,18.30167,54.153330000000004
7085,Dhofar 1081,833.0,Found,01/01/2001,18.744979999999998,54.198
4802,Asuka 881919,832.92,Found,01/01/1988,-72.0,26.0
27108,Northwest Africa 2001,832.0,Found,01/01/2002,0.0,0.0
42300,Yamato 794051,832.0,Found,01/01/1979,-71.5,35.66667
16582,Jiddat al Harasis 024,832.0,Found,01/01/2000,19.43667,56.82666999999999
8000,Dhofar 629,830.0,Found,01/01/2001,19.109479999999998,54.8162
30564,Northwest Africa 7551,830.0,Found,01/01/2012,0.0,0.0
25085,Miller Range 090007,828.2,Found,01/01/2009,0.0,0.0
7584,Dhofar 198,828.0,Found,01/01/1999,18.71333,54.10833
6669,Dar al Gani 898,828.0,Found,01/01/2001,27.0345,16.14283
1222,Acfer 108,828.0,Found,01/01/1990,27.5,3.8833300000000004
5961,Dar al Gani 188,828.0,Found,01/01/1996,27.1705,15.945170000000001
25113,Miller Range 090035,826.4,Found,01/01/2009,0.0,0.0
41149,Yamato 791958,826.0,Found,01/01/1979,-71.5,35.66667
4069,Asuka 881017,825.36,Found,01/01/1988,-72.0,26.0
8467,Dominion Range 08022,825.3,Found,01/01/2008,0.0,0.0
30595,Northwest Africa 7592,825.0,Found,01/01/2009,0.0,0.0
33608,Queen Alexandra Range 97029,824.7,Found,01/01/1997,-84.0,168.0
21654,Lockney,824.0,Found,01/01/1944,34.15,-101.3
9227,El Golea,823.0,Found,01/01/1990,30.01667,2.98333
38055,Tokio (b),823.0,Found,01/01/1974,33.205,-102.65833
19158,Larkman Nunatak 06313,821.9,Found,01/01/2006,0.0,0.0
4697,Asuka 881796,820.52,Found,01/01/1988,-72.0,26.0
37628,Sinawan 002,820.0,Found,01/01/1991,30.91667,11.78333
16201,Hammadah al Hamra 224,820.0,Found,01/01/1997,29.31867,12.01017
2651,Allan Hills A77215,819.6,Found,01/01/1977,-76.71667,159.66666999999998
37512,Shişr 028,818.11,Found,01/01/1998,18.142770000000002,53.80753000000001
26831,Northwest Africa 162,818.0,Found,01/01/2000,29.91667,-5.58333
36923,Sayh al Uhaymir 018,818.0,Found,01/01/1999,20.551,57.144330000000004
16134,Hammadah al Hamra 159,818.0,Found,01/01/1995,28.555,13.03267
16642,Jiddat al Harasis 108,817.2,Found,01/01/2002,19.735870000000002,55.828869999999995
2088,Allan Hills 85026,817.1,Found,01/01/1985,-76.85858,156.26751000000002
7858,Dhofar 483,817.0,Found,01/01/2001,19.101670000000002,54.818059999999996
5539,Cope (b),817.0,Found,01/01/1967,39.68333,-102.845
41942,Yamato 793283,817.0,Found,01/01/1979,-71.5,35.66667
30357,Northwest Africa 7250,816.0,Found,01/01/2012,0.0,0.0
30197,Northwest Africa 7035,816.0,Found,01/01/2012,0.0,0.0
19155,Larkman Nunatak 06310,815.1,Found,01/01/2006,0.0,0.0
15992,Hammadah al Hamra 018,815.0,Found,01/01/1990,29.05,12.48333
16565,Jiddat al Harasis 007,815.0,Found,01/01/1999,19.24833,56.14167
29516,Northwest Africa 5779,815.0,Found,01/01/2008,0.0,0.0
37329,Sayh al Uhaymir 503,815.0,Found,01/01/2010,20.616670000000003,57.03333000000001
34644,Queen Alexandra Range 99013,814.2,Found,01/01/1999,-84.0,168.0
36779,San Juan 034,814.0,Found,01/01/2009,-25.440333,-69.868167
5942,Dar al Gani 169,814.0,Found,01/01/1996,27.63567,16.877779999999998
1716,Allan Hills 83004,813.9,Found,01/01/1983,-76.81849,158.15713
18120,LaPaz Icefield 03569,813.7,Found,01/01/2003,-86.36667,-70.0
35919,Reckling Peak A80201,813.0,Found,01/01/1980,-76.23128,158.44261
1337,Acfer 221,812.0,Found,01/01/1991,27.5325,3.8136099999999997
7955,Dhofar 580,812.0,Found,01/01/2001,18.71505,54.196819999999995
2080,Allan Hills 85018,811.8,Found,01/01/1985,-76.88268000000001,156.49194
32175,Queen Alexandra Range 90208,811.6,Found,01/01/1990,-84.5978,162.40027
40630,Yamato 791421,811.0,Found,01/01/1979,-71.5,35.66667
17130,Jiddat al Harasis 669,810.6,Found,01/01/2011,19.71987,55.645219999999995
29270,Northwest Africa 5283,810.4,Found,01/01/2007,0.0,0.0
4856,Asuka 881981,810.36,Found,01/01/1988,-72.0,26.0
29140,Northwest Africa 5084,810.0,Found,01/01/2001,0.0,0.0
7739,Dhofar 354,810.0,Found,01/01/2000,18.65917,54.7296
16601,Jiddat al Harasis 066,810.0,Found,01/01/2000,19.08045,55.320719999999994
16585,Jiddat al Harasis 027,810.0,Found,01/01/2000,19.25,56.15833000000001
37906,Techado,810.0,Found,01/01/1983,34.53333,-108.35
16207,Hammadah al Hamra 230,809.0,Found,01/01/1997,29.142329999999998,11.88317
1544,Aguemour 003,809.0,Found,01/01/1990,27.366670000000003,4.5
5384,Carlisle Lakes 004,809.0,Found,01/01/1977,-29.16667,127.16667
30513,Northwest Africa 7492,808.77,Found,01/01/2012,0.0,0.0
2854,Allan Hills A78114,808.1,Found,01/01/1978,-76.71667,159.66666999999998
37269,Sayh al Uhaymir 436,808.1,Found,01/01/2001,21.09807,57.28043
16113,Hammadah al Hamra 138,808.0,Found,01/01/1995,29.036,12.63283
36917,Sayh al Uhaymir 012,808.0,Found,01/01/1999,20.9825,57.31483000000001
25111,Miller Range 090033,807.6,Found,01/01/2009,0.0,0.0
37352,Sayh al Uhaymir 526,806.0,Found,01/01/2010,20.52596,56.79725
38343,Wisconsin Range 90301,805.9,Found,01/01/1990,-84.75,-125.0
33022,Queen Alexandra Range 94210,805.0,Found,01/01/1994,-84.0,168.0
7677,Dhofar 292,804.0,Found,01/01/2000,19.36833,54.68
19145,Larkman Nunatak 06301,803.6,Found,01/01/2006,0.0,0.0
42247,Yamato 793594,803.4,Found,01/01/1979,-71.5,35.66667
16066,Hammadah al Hamra 091,803.0,Found,01/01/1995,28.50083,13.10533
17033,Jiddat al Harasis 571,802.6,Found,01/01/2009,19.750729999999997,56.33088000000001
17100,Jiddat al Harasis 639,802.0,Found,01/01/2010,19.75844,55.71485
29590,Northwest Africa 5859,802.0,Found,01/01/2006,0.0,0.0
37496,Shişr 012,802.0,Found,01/01/2002,18.56167,53.971669999999996
5860,Dar al Gani 1042,801.0,Found,01/01/1999,27.182,16.30017
30793,Northwest Africa 808,800.0,Found,01/01/2001,0.0,0.0
5553,Cottonwood,800.0,Found,01/01/1955,34.83333,-112.01666999999999
5388,Caroline,800.0,Found,01/01/1941,-37.98333,140.98333
30010,Northwest Africa 6633,800.0,Found,01/01/2011,0.0,0.0
32033,Point of Rocks (stone),800.0,Found,01/01/1954,36.5,-104.5
29899,Northwest Africa 6476,800.0,Found,01/01/2010,0.0,0.0
3463,Asheville,800.0,Found,01/01/1839,35.58333,-82.53333
5127,Black Mountain,800.0,Found,01/01/1839,35.58333,-82.35
17434,Lafayette (stone),800.0,Found,01/01/1931,40.41667,-86.88333
26372,New Lynn,800.0,Found,01/01/1986,33.17,-101.63833000000001
7454,Dhofar 1652,800.0,Found,01/01/2011,18.72397,54.5406
38318,Willard (a),800.0,Found,01/01/1978,34.43333,-105.78333
7516,Dhofar 1710,800.0,Found,01/01/2010,18.61798,54.27775
29774,Northwest Africa 6232,800.0,Found,01/01/2010,0.0,0.0
37842,Tanezrouft 042,800.0,Found,01/01/1992,25.468329999999998,0.05722000000000001
26435,Northwest Africa 024,800.0,Found,01/01/1999,29.91667,-5.58333
29466,Northwest Africa 5688,800.0,Found,01/01/2007,0.0,0.0
17432,Lac Dodon,800.0,Found,01/01/1993,45.95,-73.91667
25148,Miller Range 090069,798.8,Found,01/01/2009,0.0,0.0
5221,Buck Mountain Wash,798.0,Found,01/01/2004,34.72453,-114.20883
34661,Queen Alexandra Range 99030,797.8,Found,01/01/1999,-84.0,168.0
1866,Allan Hills 84071,797.7,Found,01/01/1984,-76.71667,159.66666999999998
3113,Allan Hills A81024,797.7,Found,01/01/1981,-76.67844000000001,159.26613999999998
3627,Asuka 87241,797.69,Found,01/01/1987,-72.0,26.0
12632,Golden Rule,797.6,Found,01/01/1999,35.873329999999996,-114.2
16223,Hammadah al Hamra 246,796.69,Found,01/01/1997,28.421,12.88683
36896,Sarir Qattusah 001,796.0,Found,01/01/1994,26.4455,15.5925
8245,Dhofar 927,795.0,Found,01/01/2002,19.136670000000002,54.56333000000001
4706,Asuka 881806,794.29,Found,01/01/1988,-72.0,26.0
7717,Dhofar 332,794.0,Found,01/01/2000,18.26833,54.121669999999995
25097,Miller Range 090019,793.8,Found,01/01/2009,0.0,0.0
4238,Asuka 881206,793.12,Found,01/01/1988,-72.0,26.0
16787,Jiddat al Harasis 324,791.0,Found,01/01/2006,19.720579999999998,55.68105
6040,Dar al Gani 267,791.0,Found,01/01/1997,27.11133,16.27967
38140,Umm as Samim 011,790.5,Found,01/01/2009,21.37603,56.29111999999999
9457,Elephant Moraine 83216,789.9,Found,01/01/1983,-76.31944,157.19138999999998
26160,Mokrousovo,789.2,Found,01/01/1968,55.9,66.7
1870,Allan Hills 84075,788.6,Found,01/01/1984,-76.72144,158.76413
30517,Northwest Africa 7496,788.4,Found,01/01/2012,22.94781,-13.385270000000002
7646,Dhofar 261,787.5,Found,01/01/2001,19.15383,54.71933000000001
30373,Northwest Africa 7269,787.0,Found,01/01/2012,0.0,0.0
17346,Keystone Lake,787.0,Found,01/01/2003,36.28402,-96.43701
2660,Allan Hills A77224,786.9,Found,01/01/1977,-76.71667,159.66666999999998
19012,LaPaz Icefield 91900,786.9,Found,01/01/1991,-86.36667,-70.0
31000,O'Malley 019,786.3,Found,01/01/2011,-30.980359999999997,131.34456
6256,Dar al Gani 484,786.0,Found,01/01/1997,27.2,16.1
16274,Hammadah al Hamra 297,786.0,Found,01/01/2000,29.16667,12.31667
26386,Nimberrin,786.0,Found,01/01/1970,-31.51667,117.96667
25104,Miller Range 090026,785.6,Found,01/01/2009,0.0,0.0
35800,Ramlat as Sahmah 389,785.1,Found,01/01/2010,20.05125,55.63058
6939,Dhofar 044,784.0,Found,01/01/1999,19.119329999999998,54.795
6850,Deming,784.0,Found,01/01/2009,32.22548,-107.90458999999998
